20231010 105300;4379.75;4379.75;4379;4379;99
20231010 105400;4379.25;4379.75;4378.5;4379.5;131
20231010 105500;4379.5;4379.5;4379;4379.25;102
20231010 105600;4379;4379.5;4378;4378;140
20231010 105700;4378.25;4378.25;4377;4377.75;290
20231010 105800;4377.5;4378;4377;4377;175
20231010 105900;4377;4377.5;4376;4376.5;289
20231010 110000;4376.5;4376.5;4376;4376.25;214
20231010 110100;4376.25;4376.75;4375.5;4376.5;398
20231010 110200;4376.5;4377;4376.25;4376.75;167
20231010 110300;4376.75;4376.75;4376.25;4376.25;113
20231010 110400;4376.5;4377;4376.25;4376.75;85
20231010 110500;4376.75;4376.75;4376;4376;228
20231010 110600;4376.25;4376.75;4376;4376.25;184
20231010 110700;4376.5;4376.5;4376;4376.25;149
20231010 110800;4376;4376.5;4376;4376.25;26
20231010 110900;4376.25;4376.25;4375.75;4376;110
20231010 111000;4376;4376.25;4375.5;4375.75;236
20231010 111100;4375.75;4376;4374.5;4374.75;266
20231010 111200;4374.5;4374.5;4371.75;4372.5;678
20231010 111300;4372;4373.75;4371.25;4373.5;522
20231010 111400;4373.5;4374.5;4373.25;4374;243
20231010 111500;4374;4374;4373;4373.75;225
20231010 111600;4374;4374.5;4373.75;4374.25;289
20231010 111700;4374.25;4374.5;4373.5;4373.5;307
20231010 111800;4373.5;4374;4373;4374;132
20231010 111900;4374;4374.75;4373.25;4373.5;414
20231010 112000;4373.75;4374.5;4373.75;4374;74
20231010 112100;4374.25;4374.5;4374;4374;151
20231010 112200;4374;4374;4370.25;4370.5;654
20231010 112300;4370.75;4372;4370.5;4372;393
20231010 112400;4372;4372.25;4371;4371.5;308
20231010 112500;4371.25;4372;4371.25;4371.5;239
20231010 112600;4371.5;4371.75;4369.5;4369.75;528
20231010 112700;4369.75;4371.25;4369.75;4370.75;282
20231010 112800;4370.75;4370.75;4370;4370.25;232
20231010 112900;4370;4370.25;4369.25;4370;225
20231010 113000;4369.75;4370.25;4369.75;4369.75;138
20231010 113100;4369.75;4372.5;4369.75;4371.75;574
20231010 113200;4371.75;4372.5;4371.25;4371.5;265
20231010 113300;4371.75;4372;4370.25;4371.5;505
20231010 113400;4371.25;4371.75;4370.75;4371.75;144
20231010 113500;4371.75;4371.75;4371.25;4371.25;188
20231010 113600;4371.25;4371.5;4370.25;4370.75;164
20231010 113700;4371;4372.5;4370.75;4372.25;255
20231010 113800;4372.25;4373.5;4371.75;4373.25;494
20231010 113900;4373;4373.75;4372.5;4373.25;232
20231010 114000;4373.25;4374.75;4373.25;4374.5;343
20231010 114100;4374.25;4374.5;4373;4373.25;210
20231010 114200;4373;4373.25;4372;4372;276
20231010 114300;4372.25;4373.25;4372;4373;220
20231010 114400;4372.75;4372.75;4371.5;4371.5;252
20231010 114500;4371.75;4372.75;4371.25;4372.5;180
20231010 114600;4372.25;4372.5;4372;4372;129
20231010 114700;4372;4372.25;4371.25;4371.25;202
20231010 114800;4371;4371;4369.75;4369.75;286
20231010 114900;4370;4371;4370;4370.25;306
20231010 115000;4370.25;4371;4370;4370.25;263
20231010 115100;4369.75;4370;4368.75;4369;738
20231010 115200;4369.25;4369.5;4368.25;4368.5;368
20231010 115300;4368.25;4369;4368.25;4368.75;230
20231010 115400;4368.5;4369;4368.25;4368.5;157
20231010 115500;4368.25;4369;4368;4368.25;422
20231010 115600;4368;4368;4367;4367.5;523
20231010 115700;4367.75;4368;4366.5;4368;401
20231010 115800;4368;4368.5;4367;4368.25;237
20231010 115900;4368.5;4368.75;4366.5;4366.75;389
20231010 120000;4366.75;4368.25;4366.75;4367.5;326
20231010 120100;4367.5;4368.75;4366.25;4367;624
20231010 120200;4367;4369;4367;4369;470
20231010 120300;4369;4369.25;4368.5;4369.25;338
20231010 120400;4369.25;4370;4369;4369.25;528
20231010 120500;4369.25;4369.25;4368;4369;322
20231010 120600;4369.25;4369.25;4368.5;4368.75;271
20231010 120700;4368.75;4369.25;4368.25;4368.5;484
20231010 120800;4368.5;4369.25;4367.75;4368;565
20231010 120900;4368;4368.75;4367.75;4368.25;366
20231010 121000;4368.25;4369.5;4368;4369.5;318
20231010 121100;4369.5;4369.75;4368;4369.75;389
20231010 121200;4369.5;4370.25;4369.25;4370.25;671
